Organisation;Internetadresse;AGS;Typ;PLZ;Landkreis;Bundesland
Allenfeld;http://www.vg-ruedesheim.de;07133002;Gemeinde in Deutschland ohne Stadtrecht;55595;Landkreis Bad Kreuznach;Rheinland-Pfalz
Abtweiler;http://www.abtweiler.de;07133001;Gemeinde in Deutschland ohne Stadtrecht;55568;Landkreis Bad Kreuznach;Rheinland-Pfalz
Altenkirchen;http://www.vg-altenkirchen.de;07132501;Stadt in Deutschland;57610;Verbandsgemeinde Altenkirchen-Flammersfeld;Rheinland-Pfalz
Berod bei Hachenburg;http://berod.de;07132201;Gemeinde in Deutschland ohne Stadtrecht;57614;Landkreis Altenkirchen;Rheinland-Pfalz
Ziegenhain;http://www.vgflammersfeld.de;07132119;Gemeinde in Deutschland ohne Stadtrecht;57632;Landkreis Altenkirchen;Rheinland-Pfalz
Wissen;https://www.stadt-wissen.de;07132117;Stadt in Deutschland;57537;Landkreis Altenkirchen;Rheinland-Pfalz
Willroth;http://www.willroth.de;07132116;Gemeinde in Deutschland ohne Stadtrecht;56594;Landkreis Altenkirchen;Rheinland-Pfalz
Weitefeld;http://www.weitefeld.de;07132113;Ortsgemeinde in Rheinland-Pfalz;57586;Landkreis Altenkirchen;Rheinland-Pfalz
Selbach;http://www.wissen.eu/gemeinden-rathaus/stadt-und-gemeinden/ortsgemeinde-selbach-sieg-;07132105;Gemeinde in Deutschland ohne Stadtrecht;57537;Landkreis Altenkirchen;Rheinland-Pfalz
Seifen;http://www.seifen-westerwald.de;07132104;Gemeinde in Deutschland ohne Stadtrecht;57632;Landkreis Altenkirchen;Rheinland-Pfalz
Seelbach;https://www.seelbach-wied.de;07132103;Gemeinde in Deutschland ohne Stadtrecht;57632;Landkreis Altenkirchen;Rheinland-Pfalz
Seelbach bei Hamm;https://www.hamm-sieg.de/de/verwaltung-politik/ortsgemeinden/seelbach;07132102;Gemeinde in Deutschland ohne Stadtrecht;57577;Landkreis Altenkirchen;Rheinland-Pfalz
Schutzbach;http://www.schutzbach.de;07132101;Gemeinde in Deutschland ohne Stadtrecht;57520;Landkreis Altenkirchen;Rheinland-Pfalz
Rott;https://www.rott-westerwald.de;07132097;Gemeinde in Deutschland ohne Stadtrecht;57632;Landkreis Altenkirchen;Rheinland-Pfalz
Roth;https://www.hamm-sieg.de/de/verwaltung-politik/ortsgemeinden/roth;07132096;Gemeinde in Deutschland ohne Stadtrecht;57539;Landkreis Altenkirchen;Rheinland-Pfalz
Rettersen;http://www.rettersen.de;07132094;Gemeinde in Deutschland ohne Stadtrecht;57635;Landkreis Altenkirchen;Rheinland-Pfalz
Reiferscheid;http://www.reiferscheid-westerwald.de;07132093;Gemeinde in Deutschland ohne Stadtrecht;57632;Landkreis Altenkirchen;Rheinland-Pfalz
Pracht;https://www.hamm-sieg.de/de/verwaltung-politik/ortsgemeinden/pracht;07132091;Gemeinde in Deutschland ohne Stadtrecht;57589;Landkreis Altenkirchen;Rheinland-Pfalz
Pleckhausen;http://www.pleckhausen.de;07132090;Gemeinde in Deutschland ohne Stadtrecht;56593;Landkreis Altenkirchen;Rheinland-Pfalz
Peterslahr;https://www.peterslahr.de;07132089;Gemeinde in Deutschland ohne Stadtrecht;57632;Landkreis Altenkirchen;Rheinland-Pfalz
Ölsen;http://www.vg-altenkirchen.de;07132087;Gemeinde in Deutschland ohne Stadtrecht;57612;Landkreis Altenkirchen;Rheinland-Pfalz
Obersteinebach;https://www.obersteinebach.de;07132085;Gemeinde in Deutschland ohne Stadtrecht;56593;Landkreis Altenkirchen;Rheinland-Pfalz
Obererbach;https://www.obererbach.de;07132081;Gemeinde in Deutschland ohne Stadtrecht;57612;Landkreis Altenkirchen;Rheinland-Pfalz
Niederirsen;https://www.hamm-sieg.de/de/verwaltung-politik/ortsgemeinden/niederirsen;07132077;Gemeinde in Deutschland ohne Stadtrecht;57589;Landkreis Altenkirchen;Rheinland-Pfalz
Niederfischbach;https://www.niederfischbach.de;07132076;Gemeinde in Deutschland ohne Stadtrecht;57572;Landkreis Altenkirchen;Rheinland-Pfalz
Mudersbach;https://www.mudersbach.net;07132072;Gemeinde in Deutschland ohne Stadtrecht;57555;Landkreis Altenkirchen;Rheinland-Pfalz
Molzhain;http://www.vggebhardshain.de;07132071;Gemeinde in Deutschland ohne Stadtrecht;57520;Landkreis Altenkirchen;Rheinland-Pfalz
Michelbach;http://www.michelbach-westerwald.de;07132070;Gemeinde in Deutschland ohne Stadtrecht;57610;Landkreis Altenkirchen;Rheinland-Pfalz
Mehren;http://www.fachwerkdorf-mehren.de;07132069;Gemeinde in Deutschland ohne Stadtrecht;57635;Landkreis Altenkirchen;Rheinland-Pfalz
Mauden;http://www.mauden.de;07132068;Gemeinde in Deutschland ohne Stadtrecht;57520;Landkreis Altenkirchen;Rheinland-Pfalz
Krunkel;https://www.gemeinde-krunkel.de;07132065;Gemeinde in Deutschland ohne Stadtrecht;56593;Landkreis Altenkirchen;Rheinland-Pfalz
Kircheib;http://www.kircheib.de;07132062;Gemeinde in Deutschland ohne Stadtrecht;57635;Landkreis Altenkirchen;Rheinland-Pfalz
Horhausen;https://www.horhausen.de;07132055;Gemeinde in Deutschland ohne Stadtrecht;56593;Landkreis Altenkirchen;Rheinland-Pfalz
Hövels;http://www.wissen.eu;07132054;Gemeinde in Deutschland ohne Stadtrecht;57537, 57587;Landkreis Altenkirchen;Rheinland-Pfalz
Herdorf;http://www.herdorf.de;07132050;Stadt in Deutschland;57562;Verbandsgemeinde Daaden-Herdorf;Rheinland-Pfalz
Helmenzen;https://helmenzen.de;07132047;Gemeinde in Deutschland ohne Stadtrecht;57612;Landkreis Altenkirchen;Rheinland-Pfalz
Harbach;http://www.kirchen-sieg.de;07132045;Gemeinde in Deutschland ohne Stadtrecht;57572;Landkreis Altenkirchen;Rheinland-Pfalz
Hamm (Sieg);https://www.hamm-sieg.de/de/verwaltung-politik/ortsgemeinden/hamm-sieg;07132044;Gemeinde in Deutschland ohne Stadtrecht;57577;Landkreis Altenkirchen;Rheinland-Pfalz
Güllesheim;http://www.güllesheim.de;07132043;Gemeinde in Deutschland ohne Stadtrecht;56593;Landkreis Altenkirchen;Rheinland-Pfalz
Grünebach;http://www.betzdorf.de;07132042;Gemeinde in Deutschland ohne Stadtrecht;57520;Landkreis Altenkirchen;Rheinland-Pfalz
Fürthen;https://www.fürthen-sieg.de;07132038;Gemeinde in Deutschland ohne Stadtrecht;57539;Landkreis Altenkirchen;Rheinland-Pfalz
Friedewald;http://www.daaden.de;07132036;Gemeinde in Deutschland ohne Stadtrecht;57520;Landkreis Altenkirchen;Rheinland-Pfalz
Forst;https://www.hamm-sieg.de/de/verwaltung-politik/ortsgemeinden/forst;07132034;Gemeinde in Deutschland ohne Stadtrecht;57537;Landkreis Altenkirchen;Rheinland-Pfalz
Fluterschen;http://www.fluterschen.de;07132033;Gemeinde in Deutschland ohne Stadtrecht;57614;Landkreis Altenkirchen;Rheinland-Pfalz
Flammersfeld;https://www.gemeinde-flammersfeld.de;07132032;Gemeinde in Deutschland ohne Stadtrecht;57632;Landkreis Altenkirchen;Rheinland-Pfalz
Fiersbach;https://ortsgemeinde-fiersbach.de;07132031;Gemeinde in Deutschland ohne Stadtrecht;57635;Landkreis Altenkirchen;Rheinland-Pfalz
Fensdorf;https://fensdorf.de;07132030;Gemeinde in Deutschland ohne Stadtrecht;57580;Landkreis Altenkirchen;Rheinland-Pfalz
Eulenberg;https://www.vg-altenkirchen-flammersfeld.de/gemeinde-politik/uebersicht-ortsgemeinden/eulenberg;07132029;Gemeinde in Deutschland ohne Stadtrecht;57632;Landkreis Altenkirchen;Rheinland-Pfalz
Etzbach;http://www.etzbach-sieg.de;07132028;Gemeinde in Deutschland ohne Stadtrecht;57539;Landkreis Altenkirchen;Rheinland-Pfalz
Ersfeld;https://www.vg-altenkirchen-flammersfeld.de/gemeinde-politik/uebersicht-ortsgemeinden/ersfeld;07132027;Gemeinde in Deutschland ohne Stadtrecht;57635;Landkreis Altenkirchen;Rheinland-Pfalz
Elkenroth;https://www.vg-bg.de/buergernah/gemeinden/ortsgemeinde-elkenroth;07132025;Gemeinde in Deutschland ohne Stadtrecht;57578;Landkreis Altenkirchen;Rheinland-Pfalz
Elben;http://www.vggebhardshain.de;07132024;Gemeinde in Deutschland ohne Stadtrecht;57580;Landkreis Altenkirchen;Rheinland-Pfalz
Eichen;https://www.vg-altenkirchen-flammersfeld.de/gemeinde-politik/uebersicht-ortsgemeinden/eichen;07132023;Gemeinde in Deutschland ohne Stadtrecht;57632;Landkreis Altenkirchen;Rheinland-Pfalz
Eichelhardt;https://www.vg-altenkirchen-flammersfeld.de/gemeinde-politik/uebersicht-ortsgemeinden/eichelhardt;07132022;Gemeinde in Deutschland ohne Stadtrecht;57612;Landkreis Altenkirchen;Rheinland-Pfalz
Derschen;http://www.daaden.de;07132019;Gemeinde in Deutschland ohne Stadtrecht;57520;Landkreis Altenkirchen;Rheinland-Pfalz
Daaden;http://www.daaden.org;07132018;Stadt in Deutschland;57567;Landkreis Altenkirchen;Rheinland-Pfalz
Busenhausen;http://www.busenhausen.de;07132017;Gemeinde in Deutschland ohne Stadtrecht;57612;Landkreis Altenkirchen;Rheinland-Pfalz
Burglahr;http://www.burglahr.de;07132016;Gemeinde in Deutschland ohne Stadtrecht;57632;Landkreis Altenkirchen;Rheinland-Pfalz
Bürdenbach;https://buerdenbach.de;07132015;Gemeinde in Deutschland ohne Stadtrecht;56593;Landkreis Altenkirchen;Rheinland-Pfalz
Bruchertseifen;https://www.og-bruchertseifen.de;07132014;Gemeinde in Deutschland ohne Stadtrecht;57539;Landkreis Altenkirchen;Rheinland-Pfalz
Breitscheidt;https://www.hamm-sieg.de/de/verwaltung-politik/ortsgemeinden/breitscheidt;07132013;Gemeinde in Deutschland ohne Stadtrecht;57539;Landkreis Altenkirchen;Rheinland-Pfalz
Brachbach;https://www.brachbach-sieg.de;07132012;Gemeinde in Deutschland ohne Stadtrecht;57555;Landkreis Altenkirchen;Rheinland-Pfalz
Bitzen;https://bitzen-online.de;07132010;Gemeinde in Deutschland ohne Stadtrecht;57539;Landkreis Altenkirchen;Rheinland-Pfalz
Birnbach;https://www.vg-altenkirchen-flammersfeld.de/gemeinde-politik/uebersicht-ortsgemeinden/birnbach;07132009;Gemeinde in Deutschland ohne Stadtrecht;57612;Landkreis Altenkirchen;Rheinland-Pfalz
Birken-Honigsessen;http://www.wissen.eu;07132008;Gemeinde in Deutschland ohne Stadtrecht;57587;Landkreis Altenkirchen;Rheinland-Pfalz
Birkenbeul;https://www.hamm-sieg.de/de/verwaltung-politik/ortsgemeinden/birkenbeul;07132007;Gemeinde in Deutschland ohne Stadtrecht;57589;Landkreis Altenkirchen;Rheinland-Pfalz
Betzdorf;https://www.betzdorf.de;07132006;Stadt in Deutschland;57518;Landkreis Altenkirchen;Rheinland-Pfalz
Berzhausen;https://berzhausen.de;07132005;Gemeinde in Deutschland ohne Stadtrecht;57632;Landkreis Altenkirchen;Rheinland-Pfalz
Bachenberg;https://www.vg-altenkirchen-flammersfeld.de/bachenberg;07132004;Gemeinde in Deutschland ohne Stadtrecht;57610;Landkreis Altenkirchen;Rheinland-Pfalz
Alsdorf;http://www.betzdorf.de;07132002;Gemeinde in Deutschland ohne Stadtrecht;57518;Landkreis Altenkirchen;Rheinland-Pfalz
Almersbach;https://almersbach.de;07132001;Gemeinde in Deutschland ohne Stadtrecht;57610;Landkreis Altenkirchen;Rheinland-Pfalz
Kempenich;https://kempenich.de;07131502;Gemeinde in Deutschland ohne Stadtrecht;56746;Verbandsgemeinde Brohltal;Rheinland-Pfalz
Dümpelfeld;https://www.gemeinde-duempelfeld.de;07131501;Gemeinde in Deutschland ohne Stadtrecht;53520;Verbandsgemeinde Adenau;Rheinland-Pfalz
Weibern;https://www.weibern.de;07131211;Gemeinde in Deutschland ohne Stadtrecht;56745;Verbandsgemeinde Brohltal;Rheinland-Pfalz
Ahrweiler-Wehr;https://wehr.brohltal.de;07131210;Gemeinde in Deutschland ohne Stadtrecht;56653;Verbandsgemeinde Brohltal;Rheinland-Pfalz
Wassenach;https://wassenach.de;07131209;Erholungsort;56653;Verbandsgemeinde Brohltal;Rheinland-Pfalz
Spessart;http://www.spessart-brohltal.de;07131208;Gemeinde in Deutschland ohne Stadtrecht;56746;Verbandsgemeinde Brohltal;Rheinland-Pfalz
Hohenleimbach;https://www.hohenleimbach.de;07131206;Gemeinde in Deutschland ohne Stadtrecht;56746;Verbandsgemeinde Brohltal;Rheinland-Pfalz
Glees;https://glees-maria-laach.de;07131205;Gemeinde in Deutschland ohne Stadtrecht;56653;Verbandsgemeinde Brohltal;Rheinland-Pfalz
Galenberg;https://www.brohltal-verwaltung.de/ortsgemeinden/galenberg;07131204;Gemeinde in Deutschland ohne Stadtrecht;56651;Verbandsgemeinde Brohltal;Rheinland-Pfalz
Burgbrohl;https://www.burgbrohl.de;07131202;Gemeinde in Deutschland ohne Stadtrecht;56659;Verbandsgemeinde Brohltal;Rheinland-Pfalz
Brenk;https://www.brohltal-verwaltung.de/ortsgemeinden/brenk;07131201;Gemeinde in Deutschland ohne Stadtrecht;56651;Verbandsgemeinde Brohltal;Rheinland-Pfalz
Grafschaft;https://www.gemeinde-grafschaft.de;07131090;Gemeinde in Deutschland ohne Stadtrecht;53501;Landkreis Ahrweiler;Rheinland-Pfalz
Wirft;https://www.adenau.de/ortsgemeinden/wirft;07131086;Gemeinde in Deutschland ohne Stadtrecht;53534;Verbandsgemeinde Adenau;Rheinland-Pfalz
Winnerath;https://www.winnerath.de;07131085;Gemeinde in Deutschland ohne Stadtrecht;53520;Verbandsgemeinde Adenau;Rheinland-Pfalz
Wimbach;https://www.adenau.de/ortsgemeinden/wimbach;07131084;Gemeinde in Deutschland ohne Stadtrecht;53518;Verbandsgemeinde Adenau;Rheinland-Pfalz
Wiesemscheid;https://www.adenau.de/ortsgemeinden/wiesemscheid;07131083;Gemeinde in Deutschland ohne Stadtrecht;53534;Verbandsgemeinde Adenau;Rheinland-Pfalz
Wershofen;https://wershofen-eifel.de;07131082;Gemeinde in Deutschland ohne Stadtrecht;53520;Verbandsgemeinde Adenau;Rheinland-Pfalz
Waldorf;https://www.bad-breisig.de/gemeinden/waldorf;07131081;Gemeinde in Deutschland ohne Stadtrecht;53498;Verbandsgemeinde Bad Breisig;Rheinland-Pfalz
Trierscheid;https://www.adenau.de/ortsgemeinden/trierscheid;07131079;Gemeinde in Deutschland ohne Stadtrecht;53520;Verbandsgemeinde Adenau;Rheinland-Pfalz
Sinzig;https://www.sinzig.de;07131077;Stadt in Deutschland;53489;Landkreis Ahrweiler;Rheinland-Pfalz
Sierscheid;https://www.sierscheid.de;07131076;Gemeinde in Deutschland ohne Stadtrecht;53520;Verbandsgemeinde Adenau;Rheinland-Pfalz
Senscheid;https://www.adenau.de/ortsgemeinden/senscheid;07131075;Gemeinde in Deutschland ohne Stadtrecht;53520;Verbandsgemeinde Adenau;Rheinland-Pfalz
Schuld;https://schuld-ahr.de;07131074;Gemeinde in Deutschland ohne Stadtrecht;53520;Landkreis Ahrweiler;Rheinland-Pfalz
Schalkenbach;https://www.brohltal-verwaltung.de/ortsgemeinden/schalkenbach;07131073;Gemeinde in Deutschland ohne Stadtrecht;53426;Verbandsgemeinde Brohltal;Rheinland-Pfalz
Rodder;https://rodder-eifel.de;07131072;Gemeinde in Deutschland ohne Stadtrecht;53520;Verbandsgemeinde Adenau;Rheinland-Pfalz
Remagen;https://www.remagen.de;07131070;Stadt in Deutschland;53424;Landkreis Ahrweiler;Rheinland-Pfalz
Reifferscheid;http://www.reifferscheid-hocheifel.de;07131069;Gemeinde in Deutschland ohne Stadtrecht;53520;Verbandsgemeinde Adenau;Rheinland-Pfalz
Rech;https://rech-weindorf.de;07131068;Gemeinde in Deutschland ohne Stadtrecht;53506;Verbandsgemeinde Altenahr;Rheinland-Pfalz
Quiddelbach;https://www.adenau.de/ortsgemeinden/quiddelbach;07131066;Gemeinde in Deutschland ohne Stadtrecht;53518;Verbandsgemeinde Adenau;Rheinland-Pfalz
Pomster;https://www.adenau.de/ortsgemeinden/pomster;07131065;Gemeinde in Deutschland ohne Stadtrecht;53534;Verbandsgemeinde Adenau;Rheinland-Pfalz
Ohlenhard;https://www.adenau.de/ortsgemeinden/ohlenhard;07131062;Gemeinde in Deutschland ohne Stadtrecht;53520;Verbandsgemeinde Adenau;Rheinland-Pfalz
Oberzissen;https://www.oberzissen.de;07131060;Gemeinde in Deutschland ohne Stadtrecht;56651;Verbandsgemeinde Brohltal;Rheinland-Pfalz
Oberdürenbach;https://www.oberduerenbach.de;07131059;Gemeinde in Deutschland ohne Stadtrecht;56651;Verbandsgemeinde Brohltal;Rheinland-Pfalz
Nürburg;https://www.nuerburg.de;07131058;Luftkurort;53520;Verbandsgemeinde Adenau;Rheinland-Pfalz
Niederzissen;https://niederzissen.de;07131055;Gemeinde in Deutschland ohne Stadtrecht;56651;Verbandsgemeinde Brohltal;Rheinland-Pfalz
Niederdürenbach;https://www.niederduerenbach.de;07131054;Gemeinde in Deutschland ohne Stadtrecht;56651;Verbandsgemeinde Brohltal;Rheinland-Pfalz
Müsch;https://www.müsch-ahr.de;07131052;Gemeinde in Deutschland ohne Stadtrecht;53533;Verbandsgemeinde Adenau;Rheinland-Pfalz
Müllenbach;https://www.muellenbach.info;07131051;Gemeinde in Deutschland ohne Stadtrecht;53520;Verbandsgemeinde Adenau;Rheinland-Pfalz
Meuspath;http://www.meuspath.de;07131050;Gemeinde in Deutschland ohne Stadtrecht;53520;Verbandsgemeinde Adenau;Rheinland-Pfalz
Mayschoss;https://www.mayschoss.de;07131049;Gemeinde in Deutschland ohne Stadtrecht;53508;Verbandsgemeinde Altenahr;Rheinland-Pfalz
Lind;https://lind-ahr.de;07131047;Gemeinde in Deutschland ohne Stadtrecht;53506;Verbandsgemeinde Altenahr;Rheinland-Pfalz
Leimbach;https://leimbach-eifel.de;07131044;Gemeinde in Deutschland ohne Stadtrecht;53518;Verbandsgemeinde Adenau;Rheinland-Pfalz
Kottenborn;https://www.adenau.de/ortsgemeinden/kaltenborn;07131042;Gemeinde in Deutschland ohne Stadtrecht;53518;Verbandsgemeinde Adenau;Rheinland-Pfalz
Königsfeld;https://koenigsfeld-eifel.de;07131041;Ortsgemeinde in Rheinland-Pfalz;53426;Verbandsgemeinde Brohltal;Rheinland-Pfalz
Kirchsahr;https://kirchsahr.de;07131040;Gemeinde in Deutschland ohne Stadtrecht;53505;Verbandsgemeinde Altenahr;Rheinland-Pfalz
Kesseling;https://www.ortsgemeinde-kesseling.de;07131039;Gemeinde in Deutschland ohne Stadtrecht;53506;Verbandsgemeinde Altenahr;Rheinland-Pfalz
Kaltenborn;http://www.kaltenborn-eifel.de;07131037;Gemeinde in Deutschland ohne Stadtrecht;53520;Verbandsgemeinde Adenau;Rheinland-Pfalz
Kalenborn;https://www.altenahr.de/de/vg-altenahr/ortsgemeinden/kalenborn;07131036;Gemeinde in Deutschland ohne Stadtrecht;53505;Verbandsgemeinde Altenahr;Rheinland-Pfalz
Insul;https://www.insul.de;07131034;Gemeinde in Deutschland ohne Stadtrecht;53520;Verbandsgemeinde Adenau;Rheinland-Pfalz
Hümmel;https://www.gemeinde-huemmel.de;07131033;Gemeinde in Deutschland ohne Stadtrecht;53520;Verbandsgemeinde Adenau;Rheinland-Pfalz
Honerath;https://honerath.de;07131032;Gemeinde in Deutschland ohne Stadtrecht;53518;Verbandsgemeinde Adenau;Rheinland-Pfalz
Hoffeld;https://www.adenau.de/ortsgemeinden/hoffeld;07131030;Gemeinde in Deutschland ohne Stadtrecht;53534;Verbandsgemeinde Adenau;Rheinland-Pfalz
Hönningen;https://www.hoenningen-ahr.de;07131029;Gemeinde in Deutschland ohne Stadtrecht;53506;Verbandsgemeinde Altenahr;Rheinland-Pfalz
Herschbroich;https://www.adenau.de/ortsgemeinden/herschbroich;07131028;Gemeinde in Deutschland ohne Stadtrecht;53518;Verbandsgemeinde Adenau;Rheinland-Pfalz
Heckenbach;https://www.altenahr.de/de/vg-altenahr/ortsgemeinden/heckenbach;07131027;Gemeinde in Deutschland ohne Stadtrecht;53506;Verbandsgemeinde Altenahr;Rheinland-Pfalz
Harscheid;https://www.adenau.de/ortsgemeinden/harscheid;07131026;Gemeinde in Deutschland ohne Stadtrecht;53520;Verbandsgemeinde Adenau;Rheinland-Pfalz
Gönnersdorf;https://www.goennersdorf-aw.de;07131025;Gemeinde in Deutschland ohne Stadtrecht;53498;Verbandsgemeinde Bad Breisig;Rheinland-Pfalz
Fuchshofen;https://www.fuchshofen.de;07131022;Gemeinde in Deutschland ohne Stadtrecht;53533;Verbandsgemeinde Adenau;Rheinland-Pfalz
Eichenbach;https://www.eichenbach.de;07131021;Gemeinde in Deutschland ohne Stadtrecht;53533;Verbandsgemeinde Adenau;Rheinland-Pfalz
Dorsel;https://www.adenau.de/ortsgemeinden/dorsel;07131018;Gemeinde in Deutschland ohne Stadtrecht;53533;Verbandsgemeinde Adenau;Rheinland-Pfalz
Dernau;https://www.dernau.de;07131017;Gemeinde in Deutschland ohne Stadtrecht;53507;Verbandsgemeinde Altenahr;Rheinland-Pfalz
Dedenbach;https://gemeinde-dedenbach.de;07131016;Gemeinde in Deutschland ohne Stadtrecht;53426;Verbandsgemeinde Brohltal;Rheinland-Pfalz
Dankerath;https://dankerath.de;07131015;Gemeinde in Deutschland ohne Stadtrecht;53520;Verbandsgemeinde Adenau;Rheinland-Pfalz
Brohl-Lützing;https://www.bad-breisig.de/gemeinden/brohl-lutzing;07131014;Gemeinde in Deutschland ohne Stadtrecht;56656;Verbandsgemeinde Bad Breisig;Rheinland-Pfalz
Berg;http://www.berg-aw.de;07131011;Ortsgemeinde in Rheinland-Pfalz;53505;Verbandsgemeinde Altenahr;Rheinland-Pfalz
Bauler;https://www.adenau.de/ortsgemeinden/bauler;07131009;Gemeinde in Deutschland ohne Stadtrecht;53534;Verbandsgemeinde Adenau;Rheinland-Pfalz
Barweiler;https://www.barweiler.de;07131008;Gemeinde in Deutschland ohne Stadtrecht;53534;Verbandsgemeinde Adenau;Rheinland-Pfalz
Bad Neuenahr-Ahrweiler;https://www.bad-neuenahr-ahrweiler.de;07131007;Stadt in Deutschland;53474;Landkreis Ahrweiler;Rheinland-Pfalz
Bad Breisig;https://www.bad-breisig.de/gemeinden/bad-breisig;07131006;Stadt in Deutschland;53498;Verbandsgemeinde Bad Breisig;Rheinland-Pfalz
Aremberg;http://www.aremberg.de;07131005;Gemeinde in Deutschland ohne Stadtrecht;53533;Verbandsgemeinde Adenau;Rheinland-Pfalz
Antweiler;https://www.antweiler.de;07131004;Gemeinde in Deutschland ohne Stadtrecht;53533;Verbandsgemeinde Adenau;Rheinland-Pfalz
Altenahr;https://www.altenahr-ahr.de;07131003;Gemeinde in Deutschland ohne Stadtrecht;53505;Verbandsgemeinde Altenahr;Rheinland-Pfalz
Ahrbrück;https://www.gemeinde-ahrbrueck.de;07131002;Gemeinde in Deutschland ohne Stadtrecht;53506;Verbandsgemeinde Altenahr;Rheinland-Pfalz
Adenau;https://www.stadt-adenau.de;07131001;Siedlung;53518;Verbandsgemeinde Adenau;Rheinland-Pfalz
Witzenhausen;https://www.witzenhausen.eu;06636016;Stadt in Deutschland;37213–37218;Werra-Meißner-Kreis;Hessen
Weißenborn;https://www.gemeinde-weissenborn.de;06636015;Gemeinde in Deutschland ohne Stadtrecht;37299;Werra-Meißner-Kreis;Hessen
Wehretal;https://www.wehretal.de;06636014;Gemeinde in Deutschland ohne Stadtrecht;37287;Werra-Meißner-Kreis;Hessen
Wanfried;https://www.wanfried.de;06636013;Stadt in Deutschland;37281;Werra-Meißner-Kreis;Hessen
Waldkappel;https://www.waldkappel.de;06636012;Stadt in Deutschland;37284;Werra-Meißner-Kreis;Hessen
